EST-002,2026-09-07 13:00,18,0,63,0,11,0
EST-002,2026-09-07 14:00,19,0,64,0,12,0
EST-002,2026-09-07 15:00,15,0,65,0,13,0
EST-002,2026-09-07 16:00,16,0,66,0,10,0
EST-002,2026-09-07 17:00,17,0,67,0,11,0
EST-002,2026-09-07 18:00,18,0,68,0,12,0
EST-002,2026-09-07 19:00,19,0,69,0,13,0
EST-002,2026-09-07 20:00,15,0,60,0,10,0
EST-002,2026-09-07 21:00,16,0,61,0,11,0
EST-002,2026-09-07 22:00,17,0,62,0,12,0
EST-002,2026-09-07 23:00,18,0,63,0,13,0
EST-003,2026-09-07 00:00,15,0,60,0,17,9
EST-003,2026-09-07 01:00,16,0,61,0,17,9
EST-003,2026-09-07 02:00,17,0,62,0,17,9
EST-003,2026-09-07 03:00,18,0,63,0,17,9
EST-003,2026-09-07 04:00,19,0,64,0,17,9
EST-003,2026-09-07 05:00,15,0,65,0,17,9
EST-003,2026-09-07 06:00,16,0,66,0,17,9
EST-003,2026-09-07 07:00,17,0,67,0,17,9
EST-003,2026-09-07 08:00,18,0,68,0,17,9
EST-003,2026-09-07 13:00,18,0,63,0,17,9
EST-003,2026-09-07 14:00,19,0,64,0,17,9
EST-003,2026-09-07 15:00,15,0,65,0,17,9
EST-003,2026-09-07 16:00,16,0,66,0,17,9
EST-003,2026-09-07 17:00,17,0,67,0,17,9
EST-003,2026-09-07 18:00,18,0,68,0,17,9
EST-003,2026-09-07 19:00,19,0,69,0,17,9
EST-003,2026-09-07 20:00,15,0,60,0,17,9
EST-003,2026-09-07 21:00,16,0,61,0,17,9
EST-003,2026-09-07 22:00,17,0,62,0,17,9
EST-003,2026-09-07 23:00,18,0,63,0,17,9
EST-004,2026-09-07 00:00,15,0,60,0,10,0
EST-004,2026-09-07 01:00,16,0,61,0,11,0
EST-004,2026-09-07 02:00,17,0,62,0,12,0
EST-004,2026-09-07 03:00,18,0,63,0,13,0
EST-004,2026-09-07 04:00,19,0,64,0,10,0
EST-004,2026-09-07 05:00,15,0,65,0,11,0
EST-004,2026-09-07 06:00,16,0,66,0,12,0
EST-004,2026-09-07 07:00,17,0,67,0,13,0
EST-004,2026-09-07 08:00,18,0,68,0,10,0
EST-004,2026-09-07 09:00,19,0,69,0,11,0
EST-004,2026-09-07 10:00,15,0,60,0,12,0
EST-004,2026-09-07 11:00,16,0,61,0,13,0
EST-004,2026-09-07 12:00,17,0,62,0,10,0
EST-004,2026-09-07 13:00,18,0,63,0,11,0
EST-004,2026-09-07 14:00,19,0,64,0,12,0
EST-004,2026-09-07 15:00,15,0,65,0,13,0
EST-004,2026-09-07 16:00,16,0,66,0,10,0
EST-004,2026-09-07 17:00,17,0,67,0,11,0
EST-004,2026-09-07 18:00,18,0,68,0,12,0
EST-004,2026-09-07 19:00,19,0,69,0,13,0
EST-004,2026-09-07 20:00,15,0,60,0,10,0
EST-004,2026-09-07 21:00,16,0,61,0,11,0
EST-004,2026-09-07 22:00,17,0,62,0,12,0
EST-004,2026-09-07 23:00,18,0,63,0,13,0
EST-005,2026-09-07 00:00,15,0,60,0,10,0
EST-005,2026-09-07 01:00,16,0,61,0,11,0
EST-005,2026-09-07 02:00,17,0,62,0,12,0
EST-005,2026-09-07 03:00,18,0,63,0,13,0
EST-005,2026-09-07 04:00,19,0,64,0,10,0
EST-005,2026-09-07 05:00,15,0,65,0,11,0
EST-005,2026-09-07 06:00,16,0,66,0,12,0
EST-005,2026-09-07 07:00,17,0,67,0,13,0
EST-005,2026-09-07 08:00,18,0,68,0,10,0
EST-005,2026-09-07 09:00,19,0,69,0,11,0
EST-005,2026-09-07 10:00,15,0,60,0,12,0
EST-005,2026-09-07 11:00,16,0,61,0,13,0
EST-005,2026-09-07 12:00,17,0,62,0,10,0
EST-005,2026-09-07 13:00,18,0,63,0,11,0
EST-005,2026-09-07 14:00,19,0,64,0,12,0
EST-005,2026-09-07 15:00,15,0,65,0,13,0
EST-005,2026-09-07 16:00,16,0,66,0,10,0
EST-005,2026-09-07 17:00,17,0,67,0,11,0
EST-005,2026-09-07 18:00,18,0,68,0,12,0
EST-005,2026-09-07 19:00,19,0,69,0,13,0
EST-005,2026-09-07 20:00,15,0,60,0,10,0
EST-005,2026-09-07 21:00,16,0,61,0,11,0
EST-005,2026-09-07 22:00,17,0,62,0,12,0
EST-005,2026-09-07 23:00,18,0,63,0,13,0
EST-006,2026-09-07 00:00,15,0,60,0,10,0
EST-006,2026-09-07 01:00,16,0,61,0,11,0
EST-006,2026-09-07 02:00,17,0,62,0,12,0
EST-006,2026-09-07 03:00,18,0,63,0,13,0
EST-006,2026-09-07 04:00,19,0,64,0,10,0
EST-006,2026-09-07 05:00,15,0,65,0,11,0
EST-006,2026-09-07 06:00,16,0,66,0,12,0
EST-006,2026-09-07 07:00,17,0,67,0,13,0
EST-006,2026-09-07 08:00,18,0,68,0,10,0
EST-006,2026-09-07 09:00,19,0,69,0,11,0
EST-006,2026-09-07 10:00,15,0,60,0,12,0
EST-006,2026-09-07 11:00,16,0,61,0,13,0
EST-006,2026-09-07 12:00,17,0,62,0,10,0
EST-006,2026-09-07 13:00,18,0,63,0,11,0
EST-006,2026-09-07 14:00,19,0,64,0,12,0
EST-006,2026-09-07 15:00,15,0,65,0,13,0
EST-006,2026-09-07 16:00,16,0,66,0,10,0
EST-006,2026-09-07 17:00,17,0,67,0,11,0
EST-006,2026-09-07 18:00,18,0,68,0,12,0
EST-006,2026-09-07 19:00,19,0,69,0,13,0
EST-006,2026-09-07 20:00,15,0,60,0,10,0
EST-006,2026-09-07 21:00,16,0,61,0,11,0
EST-006,2026-09-07 22:00,17,0,62,0,12,0
EST-006,2026-09-07 23:00,18,0,63,0,13,0
EST-007,2026-09-07 00:00,15,0,60,0,10,0
EST-007,2026-09-07 01:00,16,0,61,0,11,0
EST-007,2026-09-07 02:00,17,0,62,0,12,0
EST-007,2026-09-07 03:00,18,0,63,0,13,0
EST-007,2026-09-07 04:00,19,0,64,0,10,0
EST-007,2026-09-07 05:00,15,0,65,0,11,0
EST-007,2026-09-07 06:00,16,0,66,0,12,0
EST-007,2026-09-07 07:00,17,0,67,0,13,0
EST-007,2026-09-07 08:00,18,0,68,0,10,0
EST-007,2026-09-07 09:00,19,0,69,0,11,0
EST-007,2026-09-07 10:00,15,0,60,0,12,0
EST-007,2026-09-07 11:00,16,0,61,0,13,0
EST-007,2026-09-07 12:00,17,0,62,0,10,0
EST-007,2026-09-07 13:00,18,0,63,0,11,0
EST-007,2026-09-07 14:00,19,0,64,0,12,0
EST-007,2026-09-07 15:00,15,0,65,0,13,0
EST-007,2026-09-07 16:00,16,0,66,0,10,0
EST-007,2026-09-07 17:00,17,0,67,0,11,0
EST-007,2026-09-07 18:00,18,0,68,0,12,0
EST-007,2026-09-07 19:00,19,0,69,0,13,0
EST-007,2026-09-07 20:00,15,0,60,0,10,0
EST-007,2026-09-07 21:00,16,0,61,0,11,0
EST-007,2026-09-07 22:00,17,0,62,0,12,0
EST-007,2026-09-07 23:00,18,0,63,0,13,0
EST-008,2026-09-07 00:00,15,0,60,0,10,0
EST-008,2026-09-07 01:00,16,0,61,0,11,0
EST-008,2026-09-07 02:00,17,0,62,0,12,0
EST-008,2026-09-07 03:00,18,0,63,0,13,0
EST-008,2026-09-07 04:00,19,0,64,0,10,0
EST-008,2026-09-07 05:00,15,0,65,0,11,0
EST-008,2026-09-07 06:00,16,0,66,0,12,0
EST-008,2026-09-07 07:00,17,0,67,0,13,0
EST-008,2026-09-07 08:00,18,0,68,0,10,0
EST-008,2026-09-07 09:00,19,0,69,0,11,0
EST-008,2026-09-07 10:00,15,0,60,0,12,0
EST-008,2026-09-07 11:00,16,0,61,0,13,0
EST-008,2026-09-07 12:00,17,0,62,0,10,0
EST-008,2026-09-07 13:00,18,0,63,0,11,0
EST-008,2026-09-07 14:00,19,0,64,0,12,0
EST-008,2026-09-07 15:00,15,0,65,0,13,0
EST-008,2026-09-07 16:00,16,0,66,0,10,0
EST-008,2026-09-07 17:00,17,0,67,0,11,0
EST-008,2026-09-07 18:00,18,0,68,0,12,0
EST-008,2026-09-07 19:00,19,0,69,0,13,0
EST-008,2026-09-07 20:00,15,0,60,0,10,0
EST-008,2026-09-07 21:00,16,0,61,0,11,0
EST-008,2026-09-07 22:00,17,0,62,0,12,0
EST-008,2026-09-07 23:00,18,0,63,0,13,0
EST-009,2026-09-07 00:00,15,0,60,0,10,0
EST-009,2026-09-07 01:00,16,0,61,0,11,0
EST-009,2026-09-07 02:00,17,0,62,0,12,0
EST-009,2026-09-07 03:00,18,0,63,0,13,0
EST-009,2026-09-07 04:00,19,0,64,0,10,0
EST-009,2026-09-07 05:00,15,0,65,0,11,0
EST-009,2026-09-07 06:00,16,0,66,0,12,0
EST-009,2026-09-07 07:00,17,0,67,0,13,0
EST-009,2026-09-07 08:00,18,0,68,0,10,0
EST-009,2026-09-07 09:00,19,0,69,0,11,0
EST-009,2026-09-07 10:00,15,0,60,0,12,0
EST-009,2026-09-07 11:00,16,0,61,0,13,0
EST-009,2026-09-07 12:00,17,0,62,0,10,0
EST-009,2026-09-07 13:00,18,0,63,0,11,0
EST-009,2026-09-07 14:00,19,0,64,0,12,0
EST-009,2026-09-07 15:00,15,0,65,0,13,0
EST-009,2026-09-07 16:00,16,0,66,0,10,0
EST-009,2026-09-07 17:00,17,0,67,0,11,0
EST-009,2026-09-07 18:00,18,0,68,0,12,0
EST-009,2026-09-07 19:00,19,0,69,0,13,0
EST-009,2026-09-07 20:00,15,0,60,0,10,0
EST-009,2026-09-07 21:00,16,0,61,0,11,0
EST-009,2026-09-07 22:00,17,0,62,0,12,0
EST-009,2026-09-07 23:00,18,0,63,0,13,0
EST-005,2026-09-07 08:00,texto_basura,60.0,5.5
EST-007,2026-09-07 08:00,20.0
EST-001,2026-09-07 15:00,150.0,60.0,-99.0
EST-002,2026-09-07 15:00,150.0,60.0,-99.0
EST-003,2026-09-07 15:00,150.0,60.0,-99.0
EST-004,2026-09-07 15:00,150.0,60.0,-99.0
EST-005,2026-09-07 15:00,150.0,60.0,-99.0
EST-006,2026-09-07 15:00,150.0,60.0,-99.0
EST-007,2026-09-07 15:00,150.0,60.0,-99.0
EST-008,2026-09-07 15:00,150.0,60.0,-99.0
